timestamp,ef_peak,rf_peak,label
08:15:39.743,2.0,27.0,SAFE
08:18:01.774,65.0,57.0,DANGER
08:03:27.767,17.0,31.0,SAFE
08:14:25.480,17.0,28.0,SAFE
08:07:21.799,70.0,65.0,DANGER
08:12:58.558,24.0,25.0,SAFE
08:12:24.492,9.0,26.0,SAFE
08:00:12.748,39.0,32.0,SAFE
08:16:00.778,60.0,62.0,DANGER
08:11:11.488,57.0,60.0,DANGER
08:05:30.775,8.0,20.0,SAFE
08:02:07.755,9.0,31.0,SAFE
08:15:35.241,26.0,33.0,SAFE
08:18:48.724,44.0,41.0,SAFE
08:02:48.551,21.0,33.0,SAFE
08:12:57.052,62.0,57.0,DANGER
08:10:33.481,61.0,61.0,DANGER
08:02:42.549,7.0,27.0,SAFE
08:10:16.801,60.0,62.0,DANGER
08:00:53.021,64.0,65.0,DANGER
08:13:24.726,11.0,26.0,SAFE
08:18:17.011,27.0,40.0,SAFE
08:00:28.750,7.0,25.0,SAFE
08:06:00.532,51.0,59.0,DANGER
08:18:10.720,92.0,58.0,DANGER
08:12:05.281,17.0,35.0,SAFE
08:04:01.036,36.0,44.0,SAFE
08:17:56.471,62.0,60.0,DANGER
08:19:52.781,65.0,59.0,DANGER
08:17:08.303,60.0,67.0,DANGER
08:02:02.792,58.0,60.0,DANGER
08:07:48.239,3.0,25.0,SAFE
08:01:34.276,7.0,32.0,SAFE
08:07:44.753,61.0,60.0,DANGER
08:00:57.751,34.0,48.0,SAFE
08:11:14.233,5.0,27.0,SAFE
08:03:05.243,70.0,39.0,DANGER
08:08:58.221,59.0,63.0,DANGER
08:17:48.533,27.0,33.0,SAFE
08:01:45.540,10.0,26.0,SAFE
08:18:28.733,13.0,25.0,SAFE
08:18:40.996,11.0,29.0,SAFE
,21.0,28.0,SAFE
08:02:45.220,9.0,26.0,SAFE
08:11:21.807,65.0,65.0,DANGER
08:16:00.038,11.0,22.0,SAFE
08:19:31.735,7.0,21.0,SAFE
08:07:37.806,32.0,36.0,SAFE
08:17:52.275,16.0,37.0,SAFE
08:18:20.054,7.0,21.0,SAFE
08:03:06.539,59.0,,DANGER
08:19:44.524,10.0,29.0,SAFE
08:06:24.806,62.0,60.0,DANGER
08:18:50.051,62.0,61.0,DANGER
08:15:15.801,62.0,51.0,DANGER
08:19:47.047,13.0,27.0,SAFE
08:02:53.792,63.0,58.0,DANGER
08:06:46.224,64.0,61.0,DANGER
08:05:04.008,61.0,60.0,DANGER
08:15:22.501,35.0,0.0,SAFE
08:00:46.498,14.0,27.0,SAFE
08:12:06.037,18.0,24.0,SAFE
08:15:52.802,58.0,58.0,DANGER
08:12:15.015,2.0,29.0,SAFE
08:09:23.554,64.0,60.0,DANGER
08:02:38.802,66.0,62.0,DANGER
08:04:25.044,71.0,63.0,DANGER
08:05:14.230,9.0,25.0,SAFE
08:04:44.045,16.0,,SAFE
08:02:51.785,14.0,,SAFE
08:03:30.011,11.0,24.0,SAFE
08:05:01.992,11.0,26.0,SAFE
08:09:14.766,8.0,26.0,SAFE
08:06:01.720,52.0,103.0,DANGER
08:01:03.760,21.0,27.0,SAFE
08:01:18.766,55.0,65.0,DANGER
08:06:55.262,12.0,29.0,SAFE
08:09:19.766,56.0,64.0,DANGER
08:04:45.273,37.0,30.0,SAFE
08:10:31.721,6.0,21.0,SAFE
08:14:26.031,61.0,57.0,DANGER
08:11:42.471,28.0,26.0,SAFE
08:10:39.470,68.0,59.0,DANGER
08:10:32.808,60.0,56.0,DANGER
08:06:31.022,10.0,23.0,SAFE
08:10:06.256,-19.0,32.0,SAFE
08:14:40.785,10.0,24.0,SAFE
08:18:49.525,45.0,65.0,DANGER
08:01:30.059,21.0,21.0,SAFE
08:03:49.300,26.0,36.0,SAFE
08:06:00.006,3.0,18.0,SAFE
08:02:26.000,64.0,63.0,DANGER
08:07:12.551,15.0,30.0,SAFE
08:08:20.285,62.0,62.0,DANGER
08:17:11.550,4.0,21.0,SAFE
08:00:44.742,21.0,24.0,SAFE
08:10:03.482,65.0,57.0,DANGER
08:01:34.545,52.0,47.0,DANGER
08:02:46.749,30.0,,SAFE
08:15:17.002,9.0,19.0,SAFE
08:14:30.042,13.0,25.0,SAFE
08:10:17.481,33.0,33.0,SAFE
08:19:37.037,40.0,,SAFE
08:04:05.299,64.0,62.0,DANGER
08:15:56.029,58.0,57.0,SAFE
08:12:33.987,11.0,22.0,SAFE
08:20:28.235,11.0,25.0,SAFE
08:08:33.305,,65.0,DANGER
08:06:55.495,66.0,62.0,DANGER
08:10:46.798,11.0,30.0,SAFE
08:18:08.728,9.0,23.0,SAFE
08:01:45.731,10.0,32.0,SAFE
08:00:34.802,10.0,23.0,SAFE
08:07:13.993,10.0,21.0,SAFE
08:01:43.505,8.0,24.0,SAFE
08:10:28.982,34.0,37.0,SAFE
,31.0,30.0,SAFE
08:09:18.470,30.0,36.0,SAFE
08:18:45.492,9.0,21.0,SAFE
08:17:35.523,1023.0,22.0,SAFE
08:09:31.031,67.0,61.0,DANGER
08:12:36.754,32.0,42.0,SAFE
08:09:37.807,58.0,63.0,DANGER
08:18:29.748,11.0,23.0,SAFE
08:11:04.782,9.0,26.0,SAFE
08:08:55.807,8.0,25.0,SAFE
08:06:58.532,64.0,60.0,DANGER
08:19:51.264,65.0,64.0,DANGER
08:08:48.223,29.0,29.0,SAFE
08:00:12.041,31.0,36.0,SAFE
08:11:21.236,8.0,25.0,SAFE
08:00:39.047,12.0,27.0,SAFE
08:10:46.273,63.0,57.0,DANGER
08:11:43.283,10.0,27.0,SAFE
08:19:20.010,13.0,25.0,SAFE
08:16:21.023,59.0,60.0,DANGER
08:14:37.770,26.0,35.0,SAFE
08:02:02.993,9.0,21.0,SAFE
08:13:43.262,67.0,60.0,DANGER
08:18:55.038,61.0,65.0,DANGER
08:03:00.263,,57.0,DANGER
08:18:08.523,38.0,30.0,SAFE
08:00:25.022,11.0,26.0,SAFE
08:14:46.491,21.0,40.0,SAFE
08:08:08.771,21.0,36.0,SAFE
08:12:38.287,32.0,61.0,DANGER
08:12:19.279,61.0,58.0,DANGER
08:14:41.028,6.0,21.0,SAFE
08:06:37.746,23.0,33.0,
08:05:14.001,64.0,60.0,DANGER
08:02:08.226,20.0,28.0,SAFE
08:12:10.755,18.0,22.0,SAFE
08:11:56.284,29.0,35.0,SAFE
08:13:24.554,5.0,24.0,SAFE
08:02:41.037,6.0,18.0,SAFE
08:17:37.518,999.0,18.0,SAFE
08:17:58.246,27.0,39.0,SAFE
08:00:21.777,10.0,27.0,SAFE
08:14:06.527,8.0,23.0,SAFE
08:04:58.305,9.0,22.0,SAFE
08:19:01.500,31.0,36.0,SAFE
08:17:35.733,33.0,46.0,SAFE
08:08:45.747,52.0,2.0,DANGER
08:08:40.494,8.0,27.0,SAFE
08:14:46.041,62.0,0.0,DANGER
08:07:39.047,6.0,27.0,SAFE
08:00:18.759,10.0,26.0,SAFE
08:07:06.983,12.0,25.0,SAFE
08:13:39.000,63.0,58.0,DANGER
08:08:17.498,67.0,65.0,DANGER
08:12:49.038,7.0,22.0,SAFE
08:10:04.766,67.0,59.0,DANGER
08:06:42.550,14.0,31.0,SAFE
08:14:26.474,62.0,60.0,DANGER
08:20:11.790,28.0,31.0,SAFE
08:11:53.243,24.0,29.0,SAFE
08:07:08.560,11.0,28.0,SAFE
08:02:58.011,57.0,55.0,DANGER
08:06:41.998,5.0,23.0,SAFE
08:13:53.803,62.0,59.0,DANGER
08:06:28.759,6.0,24.0,SAFE
08:04:10.810,10.0,22.0,SAFE
08:06:24.483,23.0,30.0,SAFE
08:01:00.791,59.0,57.0,DANGER
08:16:57.779,56.0,59.0,DANGER
08:16:21.530,11.0,26.0,SAFE
08:08:23.309,7.0,24.0,SAFE
08:05:10.558,59.0,63.0,DANGER
08:17:41.996,1023.0,28.0,SAFE
08:19:45.808,1023.0,28.0,SAFE
,11.0,26.0,SAFE
08:18:25.994,60.0,63.0,DANGER
08:12:18.723,11.0,24.0,SAFE
08:20:16.733,67.0,60.0,DANGER
08:00:40.475,6.0,21.0,SAFE
08:12:46.533,69.0,61.0,DANGER
08:06:06.031,14.0,27.0,SAFE
08:06:21.503,9.0,22.0,SAFE
08:05:22.758,9.0,28.0,SAFE
08:19:09.014,33.0,36.0,SAFE
08:18:55.522,67.0,,DANGER
08:11:37.245,13.0,28.0,SAFE
08:05:05.559,8.0,25.0,SAFE
08:18:37.523,67.0,66.0,DANGER
08:14:01.292,68.0,58.0,DANGER
08:20:38.544,13.0,29.0,SAFE
08:09:27.788,19.0,32.0,SAFE
08:07:10.256,10.0,29.0,SAFE
08:07:01.042,11.0,25.0,SAFE
08:17:54.255,19.0,27.0,SAFE
08:08:23.772,12.0,20.0,SAFE
08:05:20.501,58.0,59.0,DANGER
08:03:09.026,59.0,55.0,DANGER
08:13:22.533,57.0,58.0,DANGER
08:18:23.301,57.0,62.0,DANGER
08:14:20.989,26.0,34.0,SAFE
08:10:52.261,59.0,57.0,DANGER
08:14:33.484,29.0,34.0,SAFE
08:11:27.803,10.0,20.0,SAFE
08:09:49.522,80.0,62.0,SAFE
08:05:55.511,62.0,57.0,DANGER
08:11:50.022,24.0,33.0,SAFE
08:18:21.805,0.0,61.0,DANGER
08:00:00.487,61.0,60.0,DANGER
08:01:18.221,58.0,60.0,DANGER
08:16:05.757,56.0,56.0,DANGER
08:07:41.046,37.0,34.0,SAFE
08:11:34.258,61.0,56.0,DANGER
08:16:13.732,62.0,58.0,DANGER
08:02:43.297,30.0,34.0,SAFE
08:17:36.558,7.0,23.0,SAFE
08:01:09.554,8.0,23.0,DANGER
08:10:15.809,27.0,36.0,SAFE
08:09:46.763,19.0,27.0,SAFE
08:05:45.515,48.0,57.0,DANGER
08:19:17.970,7.0,27.0,SAFE
08:08:28.797,22.0,25.0,SAFE
08:04:54.472,8.0,25.0,SAFE
08:19:05.737,6.0,22.0,SAFE
08:19:03.797,33.0,36.0,SAFE
08:00:09.254,5.0,57.0,SAFE
08:15:09.293,67.0,58.0,DANGER
08:05:53.491,12.0,23.0,SAFE
08:03:06.007,55.0,64.0,DANGER
08:00:17.051,25.0,,SAFE
08:15:42.554,64.0,60.0,DANGER
08:02:15.253,60.0,67.0,DANGER
08:11:39.060,7.0,26.0,SAFE
08:02:13.263,56.0,64.0,DANGER
08:18:37.999,58.0,60.0,DANGER
08:10:41.244,32.0,39.0,SAFE
08:17:33.524,4.0,23.0,SAFE
08:13:07.013,7.0,21.0,SAFE
08:07:05.264,31.0,34.0,SAFE
08:19:15.296,9.0,21.0,SAFE
08:15:29.546,7.0,24.0,SAFE
08:08:56.740,37.0,27.0,SAFE
08:06:32.259,11.0,24.0,SAFE
08:13:38.736,9.0,28.0,SAFE
08:10:15.809,27.0,36.0,SAFE
08:03:41.481,8.0,25.0,SAFE
08:17:40.501,15.0,27.0,SAFE
08:10:27.270,10.0,26.0,SAFE
08:00:36.740,1023.0,31.0,SAFE
08:14:11.508,,24.0,SAFE
08:20:46.289,58.0,63.0,DANGER
08:08:04.979,63.0,61.0,DANGER
08:20:29.241,70.0,64.0,DANGER
08:01:30.532,,24.0,SAFE
08:16:18.541,0.0,21.0,SAFE
08:12:17.248,,28.0,SAFE
08:16:01.806,54.0,66.0,DANGER
08:04:46.529,20.0,24.0,SAFE
08:16:50.538,5.0,25.0,SAFE
08:19:33.734,,29.0,SAFE
08:18:09.560,64.0,61.0,DANGER
08:14:14.046,57.0,61.0,DANGER
08:16:55.227,11.0,24.0,SAFE
08:07:27.526,70.0,64.0,DANGER
08:08:59.509,6.0,28.0,SAFE
08:20:36.047,48.0,28.0,DANGER
08:18:18.770,3.0,23.0,SAFE
08:05:17.980,71.0,62.0,DANGER
08:08:58.541,9.0,23.0,SAFE
08:18:28.485,10.0,20.0,SAFE
,31.0,41.0,SAFE
08:14:48.240,18.0,34.0,SAFE
08:00:14.984,65.0,58.0,DANGER
08:03:58.985,11.0,26.0,SAFE
08:20:00.264,10.0,23.0,DANGER
,27.0,33.0,SAFE
08:02:24.488,59.0,67.0,DANGER
08:13:09.244,13.0,27.0,SAFE
08:09:03.478,15.0,25.0,SAFE
08:02:45.497,62.0,55.0,DANGER
08:12:36.220,67.0,64.0,DANGER
08:06:12.285,11.0,25.0,SAFE
08:18:44.025,61.0,55.0,DANGER
08:04:41.749,,36.0,SAFE
08:14:26.225,7.0,,SAFE
08:16:19.507,64.0,,DANGER
08:08:16.052,30.0,33.0,SAFE
08:06:59.298,59.0,60.0,DANGER
08:06:36.011,9.0,23.0,SAFE
08:12:15.555,56.0,66.0,DANGER
08:20:44.734,64.0,62.0,DANGER
08:11:50.477,8.0,20.0,SAFE
08:08:26.476,63.0,61.0,DANGER
08:07:10.039,10.0,23.0,DANGER
08:18:39.286,9.0,28.0,SAFE
08:00:06.982,7.0,24.0,SAFE
08:07:48.495,14.0,20.0,SAFE
08:09:03.232,9.0,20.0,SAFE
08:18:36.224,,25.0,SAFE
08:18:03.547,21.0,31.0,SAFE
08:04:13.014,4.0,28.0,SAFE
08:05:33.763,25.0,37.0,SAFE
08:05:45.277,65.0,59.0,DANGER
08:12:41.262,34.0,35.0,SAFE
08:07:59.530,66.0,62.0,DANGER
08:11:34.774,9.0,27.0,SAFE
08:12:37.224,84.0,53.0,DANGER
08:17:24.736,8.0,23.0,SAFE
08:14:47.234,58.0,56.0,DANGER
08:17:05.761,11.0,20.0,SAFE
08:18:27.285,5.0,19.0,SAFE
08:14:26.474,62.0,60.0,DANGER
08:00:02.303,58.0,56.0,DANGER
08:18:20.741,58.0,60.0,DANGER
08:09:22.050,25.0,40.0,SAFE
08:11:57.223,59.0,61.0,DANGER
08:01:41.225,,26.0,SAFE
08:19:55.284,11.0,29.0,SAFE
08:03:38.277,,26.0,SAFE
08:09:00.238,13.0,21.0,SAFE
08:03:16.237,65.0,57.0,DANGER
08:02:32.303,58.0,67.0,DANGER
08:05:07.280,11.0,26.0,SAFE
08:03:52.982,13.0,20.0,SAFE
08:01:25.509,,63.0,DANGER
08:16:14.472,5.0,24.0,SAFE
08:15:54.786,38.0,25.0,SAFE
08:15:50.305,11.0,22.0,SAFE
08:16:59.777,11.0,22.0,SAFE
08:13:07.742,65.0,64.0,DANGER
08:13:02.252,57.0,60.0,DANGER
08:10:13.303,17.0,23.0,SAFE
08:19:45.271,21.0,36.0,SAFE
08:03:33.728,13.0,24.0,SAFE
08:01:51.278,65.0,62.0,DANGER
08:13:49.778,8.0,24.0,SAFE
08:01:11.018,4.0,23.0,SAFE
08:04:45.998,8.0,29.0,SAFE
08:07:24.505,33.0,35.0,SAFE
08:14:29.264,7.0,19.0,SAFE
08:04:54.794,54.0,62.0,DANGER
08:16:11.263,24.0,,SAFE
08:12:09.744,6.0,23.0,SAFE
08:19:34.793,26.0,38.0,SAFE
08:15:20.778,68.0,59.0,
08:18:25.250,9.0,24.0,SAFE
08:11:02.770,12.0,26.0,SAFE
08:05:33.488,11.0,26.0,SAFE
08:06:04.736,62.0,64.0,DANGER
08:04:20.552,26.0,28.0,SAFE
08:02:04.528,15.0,26.0,SAFE
08:18:24.470,8.0,20.0,SAFE
08:18:04.519,10.0,26.0,SAFE
08:18:24.276,12.0,24.0,SAFE
08:18:53.519,14.0,27.0,SAFE
08:14:58.292,53.0,67.0,DANGER
08:06:20.810,13.0,23.0,SAFE
08:08:02.536,38.0,33.0,DANGER
08:05:58.528,64.0,64.0,DANGER
08:09:39.769,9.0,16.0,SAFE
08:08:37.291,12.0,25.0,SAFE
08:18:08.996,6.0,24.0,SAFE
08:00:47.512,7.0,23.0,SAFE
08:03:04.972,12.0,23.0,SAFE
08:04:36.017,40.0,44.0,DANGER
08:17:25.026,11.0,25.0,SAFE
08:18:29.303,11.0,24.0,SAFE
08:09:08.300,7.0,20.0,SAFE
08:02:01.508,24.0,25.0,SAFE
08:20:34.225,63.0,60.0,DANGER
08:16:48.810,12.0,27.0,SAFE
08:07:55.237,6.0,25.0,SAFE
08:20:35.803,9.0,23.0,SAFE
08:09:42.750,59.0,59.0,DANGER
08:14:02.748,,27.0,SAFE
08:00:52.049,14.0,25.0,SAFE
08:17:14.297,57.0,62.0,DANGER
08:14:40.265,,27.0,SAFE
08:10:12.537,60.0,57.0,DANGER
08:07:00.770,,28.0,SAFE
08:00:37.555,58.0,59.0,DANGER
08:16:24.786,17.0,29.0,SAFE
08:19:22.060,58.0,58.0,DANGER
08:04:55.518,59.0,65.0,DANGER
99:99:99.999,69.0,61.0,DANGER
08:13:57.234,6.0,22.0,SAFE
08:14:45.724,10.0,19.0,SAFE
08:17:35.975,25.0,36.0,SAFE
08:16:29.745,16.0,29.0,SAFE
08:14:32.747,28.0,31.0,SAFE
08:08:16.284,60.0,57.0,DANGER
08:14:09.801,18.0,32.0,SAFE
08:10:45.480,34.0,39.0,
08:05:15.509,35.0,37.0,SAFE
08:20:29.725,30.0,26.0,SAFE
08:19:20.738,63.0,62.0,DANGER
08:04:44.242,57.0,57.0,DANGER
08:18:26.482,55.0,54.0,DANGER
08:12:11.754,5.0,19.0,SAFE
08:19:57.227,6.0,23.0,SAFE
08:15:45.554,32.0,26.0,SAFE
08:10:10.286,32.0,52.0,DANGER
08:20:12.983,64.0,58.0,DANGER
08:05:32.017,6.0,27.0,SAFE
08:09:45.255,14.0,22.0,SAFE
08:04:36.807,37.0,48.0,SAFE
08:20:28.787,14.0,24.0,SAFE
08:16:02.809,35.0,59.0,SAFE
08:13:58.767,36.0,42.0,SAFE
08:01:45.058,29.0,38.0,SAFE
08:03:10.293,41.0,30.0,DANGER
08:09:30.031,57.0,66.0,DANGER
08:17:57.294,64.0,65.0,DANGER
08:18:19.728,13.0,28.0,SAFE
08:11:16.537,7.0,27.0,SAFE
08:01:24.981,12.0,21.0,SAFE
08:14:39.274,68.0,64.0,DANGER
08:10:31.247,55.0,50.0,
08:14:23.308,6.0,23.0,SAFE
08:03:41.043,10.0,26.0,SAFE
08:11:37.990,66.0,,DANGER
08:14:18.232,66.0,58.0,DANGER
08:13:34.536,40.0,35.0,SAFE
08:01:38.050,64.0,64.0,DANGER
08:16:07.282,10.0,26.0,SAFE
08:14:02.473,19.0,33.0,SAFE
08:17:00.238,12.0,24.0,SAFE
08:18:17.534,7.0,27.0,SAFE
08:00:24.543,-38.0,61.0,DANGER
08:03:42.479,5.0,24.0,SAFE
08:16:36.018,27.0,40.0,SAFE
08:04:19.721,9.0,23.0,SAFE
08:08:12.522,32.0,41.0,SAFE
08:19:41.507,59.0,61.0,DANGER
08:06:14.789,63.0,60.0,DANGER
,14.0,31.0,SAFE
08:04:25.516,62.0,62.0,DANGER
08:10:39.007,61.0,56.0,DANGER
08:12:16.528,5.0,20.0,SAFE
08:16:30.486,28.0,38.0,SAFE
08:13:28.523,11.0,23.0,SAFE
08:02:47.475,30.0,35.0,SAFE
08:02:58.284,16.0,21.0,SAFE
08:05:58.809,,26.0,SAFE
08:06:58.742,59.0,59.0,DANGER
08:11:20.050,59.0,59.0,DANGER
08:01:44.032,29.0,33.0,DANGER
08:05:07.058,17.0,28.0,SAFE
08:12:44.795,64.0,59.0,DANGER
08:16:00.778,60.0,62.0,DANGER
08:13:00.733,11.0,26.0,SAFE
08:09:38.780,12.0,25.0,SAFE
08:08:50.038,18.0,39.0,SAFE
08:12:05.781,52.0,59.0,DANGER
08:05:08.746,66.0,68.0,DANGER
08:06:49.292,999.0,41.0,SAFE
08:19:25.756,7.0,28.0,SAFE
08:10:51.038,29.0,45.0,DANGER
08:13:17.988,63.0,64.0,DANGER
08:18:41.230,27.0,42.0,SAFE
08:16:51.788,62.0,68.0,DANGER
08:07:04.002,61.0,0.0,DANGER
08:02:23.012,9.0,25.0,SAFE
08:14:36.806,28.0,37.0,SAFE
08:03:03.509,57.0,0.0,DANGER
08:13:33.248,26.0,29.0,SAFE
08:14:34.756,29.0,36.0,SAFE
08:20:31.035,7.0,,SAFE
08:12:22.763,30.0,27.0,SAFE
08:20:01.287,20.0,30.0,SAFE
08:15:18.224,7.0,21.0,SAFE
08:01:40.026,12.0,23.0,SAFE
08:18:18.279,11.0,24.0,SAFE
25:61:00.000,26.0,26.0,DANGER
08:04:38.556,54.0,64.0,DANGER
08:01:39.546,61.0,63.0,DANGER
08:10:14.026,65.0,61.0,DANGER
08:06:50.982,8.0,24.0,SAFE
08:16:16.513,62.0,59.0,DANGER
08:07:31.767,64.0,63.0,DANGER
08:04:08.287,12.0,26.0,SAFE
08:18:22.806,31.0,31.0,SAFE
08:07:23.042,67.0,61.0,DANGER
08:03:23.512,10.0,27.0,SAFE
08:00:04.725,,61.0,DANGER
08:09:03.055,59.0,61.0,DANGER
08:11:54.496,63.0,60.0,DANGER
08:03:42.760,55.0,63.0,DANGER
08:02:42.042,65.0,60.0,DANGER
08:18:05.027,57.0,61.0,DANGER
08:06:35.770,60.0,61.0,DANGER
08:07:02.510,16.0,28.0,SAFE
08:04:18.742,24.0,32.0,SAFE
08:10:08.479,10.0,23.0,SAFE
08:00:54.746,19.0,34.0,SAFE
08:06:57.482,12.0,24.0,SAFE
08:01:10.029,10.0,31.0,
08:20:40.749,58.0,60.0,DANGER
08:00:33.230,39.0,27.0,SAFE
08:17:37.031,66.0,61.0,DANGER
08:13:01.302,8.0,23.0,SAFE
08:19:00.551,11.0,25.0,SAFE
08:03:04.481,61.0,62.0,DANGER
08:16:43.997,14.0,27.0,SAFE
08:14:50.482,38.0,0.0,SAFE
08:14:38.796,56.0,59.0,DANGER
08:15:34.520,53.0,61.0,DANGER
08:06:27.229,61.0,62.0,DANGER
08:12:28.008,68.0,59.0,DANGER
08:00:00.051,11.0,24.0,SAFE
08:10:54.036,6.0,24.0,SAFE
08:18:12.225,67.0,56.0,DANGER
08:15:03.728,57.0,66.0,DANGER
08:02:29.980,10.0,23.0,SAFE
08:02:55.276,66.0,63.0,DANGER
08:08:53.002,61.0,62.0,DANGER
08:17:13.255,65.0,57.0,DANGER
08:20:12.261,66.0,,DANGER
08:10:10.722,7.0,29.0,SAFE
08:14:54.806,7.0,23.0,SAFE
08:10:03.292,10.0,27.0,SAFE
08:14:08.978,24.0,25.0,SAFE
08:09:07.505,20.0,28.0,SAFE
08:15:04.750,24.0,30.0,SAFE
08:03:33.526,9.0,22.0,SAFE
08:02:01.725,8.0,19.0,SAFE
08:16:54.522,57.0,62.0,DANGER
08:10:05.793,53.0,59.0,DANGER
08:07:12.730,30.0,40.0,SAFE
08:10:01.518,11.0,22.0,SAFE
08:13:13.472,22.0,31.0,SAFE
08:19:20.533,62.0,53.0,DANGER
08:11:29.022,11.0,25.0,SAFE
08:08:50.747,-1.0,36.0,SAFE
08:15:12.252,16.0,32.0,SAFE
08:08:24.744,61.0,58.0,DANGER
08:00:06.554,7.0,26.0,SAFE
08:01:43.303,39.0,32.0,SAFE
08:14:43.008,62.0,58.0,DANGER
,26.0,37.0,SAFE
08:08:52.239,9.0,22.0,SAFE
08:14:41.499,66.0,61.0,DANGER
08:04:57.015,8.0,21.0,SAFE
08:04:30.540,,,SAFE
08:14:38.495,6.0,25.0,SAFE
08:16:21.220,16.0,24.0,SAFE
08:09:00.752,8.0,27.0,SAFE
08:00:08.990,29.0,42.0,SAFE
08:14:19.558,11.0,22.0,SAFE
08:02:27.266,999.0,29.0,SAFE
08:15:46.012,62.0,36.0,DANGER
08:07:23.514,14.0,27.0,
08:16:01.258,,59.0,DANGER
08:02:44.532,23.0,33.0,SAFE
08:16:48.543,62.0,59.0,DANGER
08:00:05.038,12.0,25.0,SAFE
08:09:02.232,3.0,24.0,SAFE
08:17:39.050,59.0,59.0,DANGER
08:18:40.301,48.0,41.0,SAFE
08:07:22.239,9.0,24.0,SAFE
08:02:15.056,60.0,59.0,DANGER
08:17:31.759,59.0,61.0,DANGER
08:18:20.276,11.0,26.0,
08:12:01.991,63.0,59.0,DANGER
08:16:57.035,58.0,62.0,DANGER
08:05:55.059,21.0,21.0,SAFE
08:15:32.519,59.0,60.0,DANGER
08:05:34.264,23.0,25.0,SAFE
08:11:19.518,29.0,40.0,SAFE
08:02:24.988,7.0,79.0,DANGER
08:05:46.019,37.0,42.0,DANGER
08:18:04.733,11.0,20.0,SAFE
08:10:21.750,21.0,28.0,SAFE
08:01:59.768,53.0,51.0,DANGER
08:11:35.238,26.0,0.0,SAFE
08:08:00.273,65.0,56.0,DANGER
08:00:15.757,24.0,32.0,SAFE
08:15:36.736,23.0,,DANGER
08:08:53.503,23.0,39.0,SAFE
08:13:41.310,61.0,57.0,DANGER
08:15:17.490,17.0,29.0,SAFE
08:04:40.222,15.0,20.0,SAFE
08:01:04.728,30.0,38.0,SAFE
08:02:56.224,13.0,26.0,SAFE
08:11:58.224,60.0,61.0,DANGER
08:01:49.734,29.0,40.0,SAFE
08:08:30.035,11.0,22.0,SAFE
08:07:56.248,58.0,62.0,DANGER
08:12:03.254,29.0,44.0,SAFE
08:03:50.996,12.0,26.0,SAFE
08:13:50.734,64.0,58.0,DANGER
08:14:14.294,32.0,29.0,SAFE
08:20:15.024,999.0,25.0,SAFE
08:18:39.526,57.0,59.0,DANGER
08:08:27.242,65.0,60.0,DANGER
08:04:43.522,8.0,24.0,SAFE
08:04:37.053,,27.0,SAFE
08:15:29.033,11.0,22.0,SAFE
08:07:41.260,64.0,63.0,DANGER
08:11:55.978,10.0,24.0,SAFE
08:18:43.774,39.0,39.0,SAFE
08:02:26.773,25.0,33.0,SAFE
08:03:12.040,22.0,25.0,SAFE
08:08:26.775,57.0,61.0,DANGER
08:04:31.286,35.0,34.0,SAFE
08:08:56.276,11.0,23.0,SAFE
08:11:53.050,27.0,24.0,SAFE
08:15:17.800,999.0,22.0,SAFE
08:16:19.784,28.0,33.0,SAFE
08:13:40.771,14.0,,SAFE
08:08:27.031,27.0,,SAFE
08:02:39.308,13.0,25.0,SAFE
08:13:53.522,63.0,63.0,DANGER
08:01:23.046,59.0,61.0,DANGER
08:19:55.026,40.0,32.0,DANGER
08:07:55.532,7.0,26.0,SAFE
08:18:06.223,11.0,25.0,SAFE
08:19:51.506,55.0,59.0,DANGER
08:14:48.520,2.0,26.0,SAFE
08:00:15.552,11.0,31.0,SAFE
08:15:39.489,15.0,24.0,SAFE
08:11:29.305,62.0,22.0,SAFE
08:00:39.263,13.0,25.0,SAFE
08:01:49.522,8.0,25.0,SAFE
08:12:01.768,63.0,57.0,DANGER
08:07:15.292,8.0,24.0,SAFE
08:10:04.300,4.0,25.0,SAFE
08:16:24.471,59.0,61.0,DANGER
08:16:02.484,65.0,57.0,DANGER
08:19:01.971,9.0,28.0,SAFE
08:18:27.511,10.0,25.0,SAFE
08:17:19.793,58.0,59.0,DANGER
08:20:23.290,62.0,66.0,DANGER
08:17:10.755,,59.0,DANGER
08:15:52.025,62.0,,DANGER
08:19:13.011,12.0,28.0,SAFE
08:19:48.522,8.0,27.0,SAFE
08:17:11.060,20.0,27.0,SAFE
08:00:02.970,59.0,61.0,DANGER
08:18:16.272,39.0,68.0,SAFE
08:16:18.985,23.0,26.0,SAFE
08:00:35.010,20.0,30.0,SAFE
08:12:45.559,14.0,22.0,SAFE
08:08:30.790,65.0,61.0,DANGER
08:13:42.254,63.0,55.0,DANGER
08:06:25.471,9.0,25.0,SAFE
08:15:10.037,7.0,29.0,SAFE
08:13:27.734,,26.0,SAFE
08:04:23.481,28.0,38.0,SAFE
08:18:07.721,5.0,26.0,SAFE
08:08:32.560,-29.0,22.0,SAFE
08:19:55.981,30.0,26.0,SAFE
08:17:17.511,38.0,32.0,DANGER
08:15:57.493,67.0,61.0,DANGER
08:04:55.023,6.0,20.0,SAFE
08:19:50.759,57.0,62.0,DANGER
08:07:47.807,1023.0,25.0,SAFE
08:17:29.494,24.0,28.0,SAFE
08:00:27.237,27.0,35.0,SAFE
